,id,name,url,summary,picture,birthplace,deathplace,birthdate,deathdate,cause_of_death,last name
166,166,frida kahlo,https://www.wikigallery.org//wiki/artist39623/Frida-Kahlo/page-1,"Magdalena Carmen Frida Kahlo y Calderón (Spanish pronunciation: [ˈfɾiða ˈkalo]; 6 July 1907 – 13 July 1954) was a Mexican painter known for her many portraits, self-portraits, and works inspired by the nature and artifacts of Mexico. Inspired by the country's popular culture, she employed a naïve folk art style to explore questions of identity, postcolonialism, gender, class, and race in Mexican society. Her paintings often had strong autobiographical elements and mixed realism with fantasy. In addition to belonging to the post-revolutionary Mexicayotl movement, which sought to define a Mexican identity, Kahlo has been described as a surrealist or magical realist. She is known for painting about her experience of chronic pain.Born to a German father and a mestiza mother, Kahlo spent most of her childhood and adult life at La Casa Azul, her family home in Coyoacán – now publicly accessible as the Frida Kahlo Museum. Although she was disabled by polio as a child, Kahlo had been a promising student headed for medical school until being injured in a bus accident at the age of 18, which caused her lifelong pain and medical problems. During her recovery, she returned to her childhood interest in art with the idea of becoming an artist.
Kahlo's interests in politics and art led her to join the Mexican Communist Party in 1927, through which she met fellow Mexican artist Diego Rivera. The couple married in 1929 and spent the late 1920s and early 1930s travelling in Mexico and the United States together. During this time, she developed her artistic style, drawing her main inspiration from Mexican folk culture, and painted mostly small self-portraits that mixed elements from pre-Columbian and Catholic beliefs. Her paintings raised the interest of Surrealist artist André Breton, who arranged for Kahlo's first solo exhibition at the Julien Levy Gallery in New York in 1938; the exhibition was a success and was followed by another in Paris in 1939. While the French exhibition was less successful, the Louvre purchased a painting from Kahlo, The Frame, making her the first Mexican artist to be featured in their collection. Throughout the 1940s, Kahlo participated in exhibitions in Mexico and the United States and worked as an art teacher. She taught at the Escuela Nacional de Pintura, Escultura y Grabado (""La Esmeralda"") and was a founding member of the Seminario de Cultura Mexicana. Kahlo's always-fragile health began to decline in the same decade. She had her first solo exhibition in Mexico in 1953, shortly before her death in 1954 at the age of 47.
Kahlo's work as an artist remained relatively unknown until the late 1970s, when her work was rediscovered by art historians and political activists. By the early 1990s, not only had she become a recognized figure in art history, but she was also regarded as an icon for Chicanos, the feminism movement, and the LGBTQ+ community. Kahlo's work has been celebrated internationally as emblematic of Mexican national and indigenous traditions and by feminists for what is seen as its uncompromising depiction of the female experience and form.",166.0,86.0,86.0,1907-07-06,1954-07-13,,kahlo
167,167,blanche odin,https://www.wikigallery.org//wiki/artist56336/Blanche-Odin/page-1,"Soldiers of Odin (SOO; Finnish: Odinin sotilaat) is an anti-immigrant group which was founded in Kemi, Finland, in October of 2015. The group was established in response to the thousands of migrants who were arriving in Finland amidst the European migrant crisis. They call themselves a ""patriotic organisation that fights for a Finland"" that wants to scare away ""Islamist intruders"" they say cause insecurity and increase crime.In interviews as well as on the group's public Facebook page, SOO has denied claims which state that he and his group are racist and neo-Nazi. However, the group's founder, Mika Ranta, has connections to the far-right and neo-Nazi Nordic Resistance Movement as well as a criminal conviction which stems from a racially motivated assault which he committed in 2005. According to the Finnish public broadcaster Yle, a private Facebook page for selected members of SOO shows that racism and Nazi sympathies are rampant among higher-ranking members. The group's nature has raised concerns about anti-immigrant vigilantism.Though the group denies the claim, Soldiers of Odin have been recognised by both the Southern Poverty Law Center and the Anti-Defamation League as a hate group. An ADL report states that their apparent purpose is ""to conduct vigilante patrols"" to protect citizens from ""alleged depredations of refugees"", and that ""though not all such adherents of the group are white supremacists or bigots, so many of them clearly are that the Soldiers of Odin can easily be considered a hate group.""In addition to Finland, affiliates of the group have a presence in Australia, Belgium, Canada, Germany, the Netherlands, Denmark, Norway, Sweden, Estonia, the United States, the United Kingdom, Portugal and Spain.",,,,,,,odin
168,168,paul-gustave fischer,https://www.wikigallery.org//wiki/artist42543/Paul-Gustave-Fischer/page-1,Paul Gustav Fischer (22 July 1860 – 1 May 1934) was a Danish painter.,,,,,,,fischer
169,169,albert lambron des pilitieres,https://www.wikigallery.org//wiki/artist4311/Albert-Lambron-Des-Pilitieres/page-1,,,,,,,,pilitieres
170,170,arthur heyer,https://www.wikigallery.org//wiki/artist53163/Arthur-Heyer/page-1,"Arthur Heyer (28 February 1872, Haarhausen, Saxe-Coburg and Gotha, German Empire – 1931, Budapest, Hungary) was a German-Hungarian painter who primarily painted animals.",,,,,,,heyer
171,171,arthur von ferraris,https://www.wikigallery.org//wiki/artist46064/Arthur-von-Ferraris/page-1,"Arthur von Ferraris (or di Ferraris) (1856–1936) was a Hungarian-born artist known for his portraits of society figures of his day and for his ""orientalist"" paintings. 
Von Ferraris was born in Galkovitz, Hungary but moved to Vienna as a teenager to study with Joseph Matthaus Aigner. In 1876, at twenty, he moved to Paris to study with Jules Lefebvre. Von Ferraris spent time in Egypt and painted street scenes and market scenes that captured the imagination of the art world when he returned to Paris. In the late 1880s he shared a studio with Charles Wilda, a painter also known for his ""orientalist"" themes. His works from many countries made him known as a ""citizen of the world.""Von Ferraris had ""considerable success"" as a society portrait painter. He exhibited these and his Orientalist works at the Salon des Artistes Francais in the 1880s and 1990s. One notable portrait von Ferraris painted was John Davison Rockefeller, in 1903.One of his most famous paintings is of the mythological story ""Leda and the Swan.""

Von Ferraris's grandson is the designer Tom Karen.",,,,,,,ferraris
172,172,melchior de hondecoeter,https://www.wikigallery.org//wiki/artist34447/Melchior-de-Hondecoeter/page-1,"Melchior d'Hondecoeter (Dutch pronunciation: [də ˈɦɔndəˌkutər]; c. 1636 – 3 April 1695), Dutch animalier painter, was born in Utrecht and died in Amsterdam. After the start of his career, he painted virtually exclusively bird subjects, usually exotic or game, in park-like landscapes. Hondecoeter's paintings featured geese (brent goose, Egyptian goose and red-breasted goose), fieldfares, partridges, pigeons, ducks, northern cardinal, magpies and peacocks, but also African grey crowned cranes, Asian sarus cranes, Indonesian yellow-crested cockatoos, an Indonesian purple-naped lory and grey-headed lovebirds from Madagascar.",,,,,,,hondecoeter
173,173,allan ramsay,https://www.wikigallery.org//wiki/artist36053/Allan-Ramsay/page-1,,,,,,,,ramsay
175,175,auguste rodin,https://www.wikigallery.org//wiki/artist42940/Auguste-Rodin/page-1,"François Auguste René Rodin (12 November 1840 – 17 November 1917) was a French sculptor, generally considered the founder of modern sculpture. He was schooled traditionally and took a craftsman-like approach to his work. Rodin possessed a unique ability to model a complex, turbulent, and deeply pocketed surface in clay. He is known for such sculptures as The Thinker, Monument to Balzac, The Kiss, The Burghers of Calais, and The Gates of Hell.
Many of Rodin's most notable sculptures were criticized, as they clashed with predominant figurative sculpture traditions in which works were decorative, formulaic, or highly thematic. Rodin's most original work departed from traditional themes of mythology and allegory. He modeled the human body with naturalism, and his sculptures celebrate individual character and physicality. Although Rodin was sensitive to the controversy surrounding his work, he refused to change his style, and his continued output brought increasing favor from the government and the artistic community.
From the unexpected naturalism of Rodin's first major figure – inspired by his 1875 trip to Italy – to the unconventional memorials whose commissions he later sought, his reputation grew, and Rodin became the preeminent French sculptor of his time. By 1900, he was a world-renowned artist. Wealthy private clients sought Rodin's work after his World's Fair exhibit, and he kept company with a variety of high-profile intellectuals and artists. His student, Camille Claudel, became his associate, lover, and creative rival. Rodin's other students included Antoine Bourdelle, Constantin Brâncuși, and Charles Despiau. He married his lifelong companion, Rose Beuret, in the last year of both their lives. His sculptures suffered a decline in popularity after his death in 1917, but within a few decades his legacy solidified. Rodin remains one of the few sculptors widely known outside the visual arts community.",175.0,2.0,388.0,1840-11-12,1917-11-17,,rodin
176,176,english provincial school,https://www.wikigallery.org//wiki/artist57445/English-Provincial-School/page-1,"Canadian primary and secondary standardized examinations are examinations developed in Canada and taken by primary and secondary students in some provinces and territories in Canada.
The majority of the exams listed are developed provincially and are unique to each respective province and their related adjacent territories. This is as a result of education in Canada being in the jurisdiction of the provinces and territories. Such exams can be important factors in the determination of final grades and therefore also in scholarship decisions, college, and university admissions. However, policies of post-secondary institutions in Canada vary concerning whether the blended exam and class grade are used or simply the class grade are used for admission.A unique situation of primary and secondary examinations is that of Canada's territories. The territories mostly elect to adopt the curriculum of their most closely related adjacent provinces. This includes adopting the related provinces examination policy. Yukon primarily follows the British Columbia curriculum. Meanwhile, the Northwest Territories and Nunavut primarily follow the Alberta curriculum. Therefore, exams in these territories are developed and adjudicated by the aforementioned adjacent province but are administered by the territorial educational ministry. The reason for the territories adopting the curriculum of provinces is because the provinces have both greater means to create the curriculum and populations to ensure the curriculums acceptance by tertiary institutions. The reason for the territories adopting the curriculum of those specific provinces is as a result of the historical geography of Canada. Yukon was formed prior to the existence of any current western Canadian province except British Columbia. Meanwhile, Alberta, the Northwest Territories, Nunavut and a handful of other provinces were created from the now nonexistent North-Western Territories which was.",,,,,,,school
